Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Soil_Quality,Crop_Yield
2020-06-01,Maize,Sandy,5.461532593945728,24.81786663024616,81.71242050456493,4.234186143383511,168.1053216226441,46.26503405190193,95.64300490163828,3,1.6333779258792114
2020-06-02,Maize,Silt,6.4810667733203955,22.663567758000884,57.74890229703285,3.39100043938525,175.04289137946878,78.94373231576793,89.81930390608271,4,3.3774968405299477
2020-06-03,Rice,Silt,5.798607880646721,43.58455461776734,45.89912861483519,0.6866911134572428,51.59453167824138,51.66665422806403,119.50985636507596,7,1.0636448962172147
2020-06-04,Maize,Chalk,6.053292175849155,28.483153987839295,50.3395288204743,0.5,121.04468047331315,10.0,39.82060046133234,1,0.1
2020-06-05,Sugarcane,Sandy,6.111621146349007,37.637739739585776,61.50468200789361,7.283140517712045,141.02200152603248,60.99604037322062,75.95882385819854,7,32.10481481891788
2020-06-06,Barley,Sandy,6.227968076121537,34.05029685086981,72.22254792158944,2.9185335580669793,20.0,26.746295144486915,63.037903678574835,8,0.156569973026829
2020-06-07,Soybean,Clay,7.606608147808504,25.302244798379995,78.19711281236637,3.678284099991993,92.78542700103836,78.568811220427,82.62197961484385,9,2.226953576694099
2020-06-08,Maize,Peat,6.3442510049543674,21.45024637655964,89.72957513756764,1.463349682951045,91.36901479629975,87.52178382694972,83.44322096502437,8,3.1889265037625334
2020-06-09,Rice,Silt,7.728442803908118,11.078187350397416,76.08732608017971,0.8296601061974671,94.19567363077584,70.14350108946243,52.681336779243665,7,1.5229616105898751
2020-06-10,Sugarcane,Silt,8.345425941591778,18.03245159468208,51.75578055707424,2.2690116130941087,161.7852942207083,49.989023108834964,88.53339788593946,4,15.421013583267731
2020-06-11,Wheat,Sandy,7.525933581267379,30.302027662033716,61.95161187251528,0.5,117.73780736702597,62.019073110456645,75.66933477386775,5,1.3570382884610477
2020-06-12,Barley,Sandy,7.141362242082213,22.582956919034377,32.54509624315717,4.827960412672294,136.8475316512606,35.044985578897226,120.3571933964396,10,1.9753340145300244
2020-06-13,Barley,Peat,6.892198651380224,28.006562605907533,60.32689462072196,3.1883315960685494,123.57792478735314,62.25345173525488,36.73973520753363,3,0.48515062292824485
2020-06-14,Soybean,Sandy,7.5384304508600835,10.0,55.92339657252328,4.301843794011585,218.72455289828653,34.10145254241154,62.43768731401539,1,0.15656048852230642
2020-06-15,Barley,Loamy,6.607232886315487,28.628118792778988,30.304619165042915,2.52675802396065,159.85680308968767,87.5917823241108,119.09099799429455,2,0.6034422668822801
2020-06-16,Maize,Loamy,7.681483815148638,33.771852457594285,95.0,2.5876040640696685,119.29722559634568,30.28375395349247,86.01558393802569,2,0.722105944810488
